epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,74.0952,0.66391,0.44205,0.50095,0.86137,0.98271,1,0.995,0.84603,0.98271,1,0.995,0.918,0.63527,0.4895,0.4767,0.89983,0.00191552,0.00191552,0.00191552
130,74.6322,0.62801,0.49544,0.49639,0.86689,0.97892,1,0.995,0.88452,0.97892,1,0.995,0.90857,0.55917,0.3904,0.47371,0.88063,0.00191486,0.00191486,0.00191486
131,75.1749,0.60335,0.45367,0.48359,0.86687,0.97529,1,0.995,0.83819,0.97529,1,0.995,0.87832,0.61969,0.48144,0.48294,0.88332,0.0019142,0.0019142,0.0019142
132,75.8008,0.65724,0.45735,0.48946,0.83233,0.96286,1,0.995,0.89927,0.96286,1,0.995,0.88199,0.61007,0.44738,0.49957,0.8778,0.00191354,0.00191354,0.00191354
133,76.3384,0.6454,0.41165,0.47894,0.86995,0.95255,1,0.995,0.85605,0.95255,1,0.995,0.89385,0.67266,0.42919,0.50768,0.89465,0.00191288,0.00191288,0.00191288
134,76.8783,0.67541,0.41416,0.51279,0.88873,0.93443,1,0.995,0.83935,0.93443,1,0.995,0.85951,0.74749,0.53435,0.54928,0.90611,0.00191222,0.00191222,0.00191222
135,77.4371,0.70743,0.488,0.49646,0.86199,0.91578,1,0.995,0.85173,0.91578,1,0.995,0.90313,0.62953,0.45826,0.50587,0.87883,0.00191156,0.00191156,0.00191156
136,77.9793,0.60727,0.40536,0.50191,0.8583,0.97273,1,0.995,0.89035,0.97273,1,0.995,0.89826,0.56138,0.33618,0.45775,0.86446,0.0019109,0.0019109,0.0019109
137,78.5203,0.75196,0.4583,0.52661,0.87213,0.98945,1,0.995,0.85876,0.98945,1,0.995,0.88565,0.61192,0.33124,0.42094,0.87335,0.00191024,0.00191024,0.00191024
138,79.056,0.7374,0.4577,0.52843,0.89597,0.99141,1,0.995,0.85041,0.99141,1,0.995,0.8913,0.59466,0.32928,0.42844,0.86843,0.00190958,0.00190958,0.00190958
139,79.5969,0.58537,0.49379,0.49903,0.87915,0.99143,1,0.995,0.86743,0.99143,1,0.995,0.90877,0.61075,0.44932,0.42378,0.87088,0.00190892,0.00190892,0.00190892
140,80.2221,0.63653,0.48783,0.47993,0.87257,0.98894,1,0.995,0.82566,0.98894,1,0.995,0.90945,0.63962,0.47156,0.46794,0.8807,0.00190826,0.00190826,0.00190826
141,80.7933,0.69672,0.49258,0.49392,0.85862,0.98167,1,0.995,0.79084,0.98167,1,0.995,0.90854,0.66312,0.37338,0.48785,0.87431,0.0019076,0.0019076,0.0019076
142,81.3362,0.56816,0.38263,0.46738,0.86461,0.97103,1,0.995,0.8099,0.97103,1,0.995,0.8935,0.593,0.33539,0.47058,0.86166,0.00190694,0.00190694,0.00190694
143,81.8756,0.66451,0.45271,0.49311,0.87243,0.94985,1,0.995,0.84965,0.94985,1,0.995,0.9006,0.64607,0.36174,0.52549,0.86884,0.00190628,0.00190628,0.00190628
144,82.4186,0.65962,0.44763,0.51406,0.90804,1,0.99805,0.995,0.81463,1,0.99805,0.995,0.93595,0.78658,0.36149,0.5329,0.87072,0.00190562,0.00190562,0.00190562
145,82.9572,0.65633,0.46528,0.4927,0.84804,0.86871,1,0.9775,0.80729,0.86871,1,0.9775,0.93608,0.7613,0.38928,0.56856,0.86385,0.00190496,0.00190496,0.00190496
146,83.5048,0.69616,0.47621,0.50247,0.8898,0.87024,1,0.9775,0.88864,0.87024,1,0.9775,0.89024,0.5361,0.38295,0.54431,0.84601,0.0019043,0.0019043,0.0019043
147,84.0505,0.60139,0.47514,0.48277,0.87249,0.8711,1,0.9775,0.8398,0.8711,1,0.9775,0.88213,0.61617,0.39346,0.54486,0.86391,0.00190364,0.00190364,0.00190364
148,84.5893,0.67116,0.46896,0.51565,0.87334,0.87406,0.99246,0.9775,0.87314,0.87406,0.99246,0.9775,0.9123,0.54102,0.41955,0.54527,0.86107,0.00190298,0.00190298,0.00190298
149,85.2262,0.60532,0.43065,0.5113,0.88714,0.87409,0.99271,0.9775,0.88062,0.87409,0.99271,0.9775,0.8761,0.49707,0.37216,0.52494,0.8488,0.00190232,0.00190232,0.00190232
150,85.7757,0.61693,0.44665,0.51055,0.8673,0.98957,1,0.995,0.83666,0.98957,1,0.995,0.94184,0.49466,0.36838,0.43737,0.83449,0.00190166,0.00190166,0.00190166
151,86.324,0.66325,0.37266,0.48246,0.83658,0.99265,1,0.995,0.8547,0.99265,1,0.995,0.95651,0.52082,0.35924,0.41386,0.84437,0.001901,0.001901,0.001901
152,86.8588,0.6659,0.35122,0.50971,0.87254,0.99268,1,0.995,0.85689,0.99268,1,0.995,0.91996,0.55634,0.43391,0.43354,0.85495,0.00190034,0.00190034,0.00190034
153,87.4014,0.64207,0.43523,0.50064,0.88235,0.99104,1,0.995,0.74739,0.99104,1,0.995,0.8813,0.85711,0.37919,0.50788,0.90468,0.00189968,0.00189968,0.00189968
154,87.9418,0.62645,0.38253,0.4908,0.86263,0.98039,1,0.995,0.69645,0.98039,1,0.995,0.90473,0.94664,0.34533,0.52316,0.96182,0.00189902,0.00189902,0.00189902
155,88.4903,0.7255,0.48801,0.50086,0.90034,0.987,1,0.995,0.72224,0.987,1,0.995,0.8852,0.81179,0.36219,0.51575,0.93457,0.00189836,0.00189836,0.00189836
156,89.0342,0.67645,0.40232,0.48048,0.86832,0.99232,1,0.995,0.85808,0.99232,1,0.995,0.88516,0.5379,0.36414,0.48071,0.87163,0.0018977,0.0018977,0.0018977
157,89.57,0.62297,0.41938,0.49177,0.88185,0.99215,1,0.995,0.87556,0.99215,1,0.995,0.8681,0.58096,0.5364,0.50374,0.86422,0.00189704,0.00189704,0.00189704
158,90.1986,0.66015,0.43827,0.48457,0.88068,0.99005,1,0.995,0.81759,0.99005,1,0.995,0.81782,0.63857,0.74567,0.52003,0.86998,0.00189638,0.00189638,0.00189638
159,90.7435,0.57448,0.47625,0.49748,0.86076,0.99245,1,0.995,0.85844,0.99245,1,0.995,0.88639,0.62729,0.75678,0.53227,0.87346,0.00189572,0.00189572,0.00189572
160,91.2975,0.60652,0.44188,0.49729,0.8572,0.99292,1,0.995,0.86174,0.99292,1,0.995,0.7819,0.58017,0.57578,0.49658,0.86974,0.00189506,0.00189506,0.00189506
161,91.8485,0.57764,0.43724,0.46873,0.88986,0.99261,1,0.995,0.87194,0.99261,1,0.995,0.82147,0.56089,0.41788,0.39811,0.87117,0.0018944,0.0018944,0.0018944
162,92.4031,0.58035,0.36267,0.45188,0.85137,0.99223,1,0.995,0.89247,0.99223,1,0.995,0.8755,0.52903,0.40425,0.43351,0.86763,0.00189374,0.00189374,0.00189374
163,92.9597,0.59118,0.39882,0.4875,0.86933,0.99279,1,0.995,0.91183,0.99279,1,0.995,0.887,0.51441,0.39662,0.40107,0.84272,0.00189308,0.00189308,0.00189308
164,93.5173,0.57914,0.38766,0.46149,0.87927,0.99287,1,0.995,0.84822,0.99287,1,0.995,0.88591,0.57044,0.38526,0.40793,0.86445,0.00189242,0.00189242,0.00189242
165,94.0878,0.60076,0.32647,0.46711,0.84645,0.99241,1,0.995,0.84114,0.99241,1,0.995,0.89555,0.65396,0.4124,0.41669,0.87483,0.00189176,0.00189176,0.00189176
166,94.6483,0.56825,0.33741,0.46084,0.84354,0.99219,1,0.995,0.82226,0.99219,1,0.995,0.89977,0.69829,0.3999,0.46852,0.90204,0.0018911,0.0018911,0.0018911
167,95.2819,0.60565,0.40514,0.46501,0.88876,0.99179,1,0.995,0.84495,0.99179,1,0.995,0.9177,0.70692,0.3579,0.49747,0.91966,0.00189044,0.00189044,0.00189044
1,2.43093,3.23266,3.67569,4.5685,2.61919,0.06332,0.14286,0.17329,0.04894,0.06332,0.14286,0.16234,0.01708,3.0227,4.64801,4.97303,3.71748,6e-05,6e-05,6e-05
2,5.21323,2.70225,2.64523,5.47637,2.29966,0.15709,0.42857,0.20651,0.04569,0.20227,0.57143,0.25376,0.07898,1.32409,1.09023,52.3674,1.64885,0.000139954,0.000139954,0.000139954
3,8.23066,1.59678,2.33266,8.09971,1.47317,0.00143,0.42857,0.00119,0.00022,0.00143,0.42857,0.0013,0.00055,2.31332,6.42741,21.1323,2.18945,0.000219855,0.000219855,0.000219855
4,11.0756,1.87352,2.06883,4.416,1.68084,0.0359,1,0.05876,0.0215,0.0359,1,0.08429,0.04738,2.23206,1.41006,312.638,6.07897,0.000299703,0.000299703,0.000299703
5,13.8601,1.61349,1.44748,2.70566,1.52802,0.00611,0.57143,0.00782,0.00273,0.00915,0.85714,0.01104,0.00477,2.50183,2.34992,792.473,2.60488,0.000379498,0.000379498,0.000379498
6,16.6547,1.45923,1.49413,2.25254,1.63734,0.01087,1,0.02555,0.00795,0.01087,1,0.02557,0.01274,1.94249,1.66083,inf,2.76569,0.000459241,0.000459241,0.000459241
7,19.416,1.44135,1.04693,2.48047,1.50545,0.048,1,0.05306,0.01761,0.09231,0.85714,0.5564,0.1963,2.04931,0.9208,67.5256,2.81337,0.000538931,0.000538931,0.000538931
8,22.3677,1.33324,0.98739,2.32406,1.48265,0.00622,0.85714,0.00706,0.00327,0.00637,0.71429,0.00706,0.00216,2.0243,13.0081,431.668,2.04661,0.000618568,0.000618568,0.000618568
9,25.1307,1.35808,1.24999,2.27464,1.48898,0.00839,0.85714,0.0146,0.00382,0.00839,0.85714,0.0106,0.00428,2.05859,12.737,524.362,2.48221,0.000698152,0.000698152,0.000698152
10,27.9107,1.28689,0.83233,1.56583,1.46955,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.000777683,0.000777683,0.000777683
11,30.6796,1.34135,0.73944,1.48814,1.43497,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.000857162,0.000857162,0.000857162
12,33.454,1.39174,0.83347,1.16925,1.31289,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.000936588,0.000936588,0.000936588
13,36.2394,1.36343,0.88014,1.11997,1.39958,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00101596,0.00101596,0.00101596
14,38.982,1.25605,1.05145,0.97418,1.31103,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00109528,0.00109528,0.00109528
15,41.7483,1.71677,0.70073,1.19564,1.5044,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00117455,0.00117455,0.00117455
16,44.5431,1.36474,0.70457,1.03455,1.39407,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00125376,0.00125376,0.00125376
17,47.2981,1.2599,0.71757,0.95947,1.35451,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00133292,0.00133292,0.00133292
18,50.0635,1.3344,0.6116,0.99554,1.34255,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00141203,0.00141203,0.00141203
19,52.8523,1.4121,0.83126,1.18141,1.33964,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00149109,0.00149109,0.00149109
20,55.606,1.4342,0.75497,1.16276,1.34546,0.00054,0.14286,0.00047,5e-05,0,0,0,0,nan,nan,nan,nan,0.00157009,0.00157009,0.00157009
21,58.3939,1.22286,0.78633,0.90188,1.23579,0,0,0,0,0,0,0,0,nan,nan,nan,nan,0.00164904,0.00164904,0.00164904
22,61.1842,1.28328,0.84092,1.06633,1.32218,0,0,0,0,0,0,0,0,0,0,0.49805,0,0.00172794,0.00172794,0.00172794
23,63.9699,1.18178,0.70751,0.93664,1.27424,0,0,0,0,0,0,0,0,4.3621,26.3228,6.02512,7.39332,0.00180679,0.00180679,0.00180679
24,66.7664,1.39343,0.68033,0.85147,1.47062,0,0,0,0,0,0,0,0,6.17604,53.8184,8.10156,10.8485,0.00188558,0.00188558,0.00188558
25,69.5477,1.52408,0.67418,0.96263,1.53333,0,0,0,0,0,0,0,0,0,0,313.25,0,0.00196432,0.00196432,0.00196432
26,72.349,1.28895,0.55867,0.9089,1.35732,0,0,0,0,0,0,0,0,0,0,62.8438,0,0.0019835,0.0019835,0.0019835
27,75.156,1.41529,0.88963,0.96115,1.38268,0,0,0,0,0,0,0,0,4.10522,1800.94,8.76136,15.0698,0.00198284,0.00198284,0.00198284
28,77.9589,1.30283,0.77026,0.86807,1.34065,0.00146,0.42857,0.00139,0.0005,0.00146,0.42857,0.00136,0.00018,3.47804,321.492,80.9639,18.1707,0.00198218,0.00198218,0.00198218
29,80.7615,1.18107,0.67016,0.80334,1.23143,0.00174,0.42857,0.00156,0.00098,0.00058,0.14286,0.00033,3e-05,3.16119,242.935,inf,29.348,0.00198152,0.00198152,0.00198152
30,83.5782,1.05312,0.61353,0.92471,1.1597,0.00048,0.14286,0.00033,0.00013,0.00048,0.14286,0.00033,3e-05,3.16183,159.889,inf,22.8171,0.00198086,0.00198086,0.00198086
31,86.3768,1.2121,0.62471,0.96469,1.32109,0.00251,0.71429,0.00791,0.0014,0.001,0.28571,0.00073,0.0001,2.69277,83.0884,inf,10.7736,0.0019802,0.0019802,0.0019802
32,89.1845,1.08286,0.68121,0.8018,1.13063,0.01016,0.85714,0.00996,0.00272,0.00314,0.28571,0.00142,0.00014,2.86659,24.7951,294.596,6.32839,0.00197954,0.00197954,0.00197954
33,92.0033,1.37218,0.91672,0.86723,1.19868,0.0019,0.57143,0.00254,0.00135,0.00143,0.42857,0.00156,0.00066,2.87111,27.0967,70.6341,4.33133,0.00197888,0.00197888,0.00197888
34,94.7899,1.30714,0.68987,0.88819,1.22616,0.00408,0.42857,0.00287,0.00147,0.00408,0.42857,0.00287,0.00109,3.30767,23.9152,101.479,6.55119,0.00197822,0.00197822,0.00197822
35,97.6029,1.25153,0.75535,0.80239,1.25685,0.00349,0.42857,0.00218,0.00115,0.00349,0.42857,0.00218,0.00078,3.18844,6.2629,69.9644,7.73537,0.00197756,0.00197756,0.00197756
36,100.416,1.18272,0.74203,0.80044,1.23418,0.0036,0.42857,0.00271,0.00127,0.00337,0.42857,0.0026,0.00092,3.2311,7.70301,94.2814,5.29189,0.0019769,0.0019769,0.0019769
37,103.223,1.09115,0.81388,0.73662,1.19204,0.0247,0.14286,0.04214,0.01753,0.0247,0.14286,0.03781,0.01285,2.77647,9.4239,80.7737,4.5259,0.00197624,0.00197624,0.00197624
38,106.046,1.10804,0.71583,0.71459,1.16021,0.02198,0.85714,0.02968,0.00903,0.01479,0.57143,0.01519,0.0029,2.55105,38.2531,374.195,4.44777,0.00197558,0.00197558,0.00197558
39,108.834,1.16599,0.69653,0.78841,1.20343,0.02716,1,0.0378,0.00916,0.01552,0.57143,0.01639,0.00366,2.65313,44.3897,365.856,7.12035,0.00197492,0.00197492,0.00197492
40,111.622,1.03074,0.62323,0.70433,1.1091,0.00587,1,0.00851,0.00188,0.00532,0.85714,0.00686,0.00141,2.92933,53.6669,637.412,10.7589,0.00197426,0.00197426,0.00197426
41,114.413,0.95714,0.50537,0.66128,1.12573,0.0044,0.71429,0.00395,0.00075,0.00408,0.57143,0.00388,0.00073,3.26561,57.8386,422.504,11.8129,0.0019736,0.0019736,0.0019736
42,117.217,0.94374,0.63798,0.64578,1.09116,0.00285,0.42857,0.00246,0.00057,0.00355,0.28571,0.00265,0.00067,3.29168,71.53,120.862,12.2872,0.00197294,0.00197294,0.00197294
43,120.015,0.9645,0.67093,0.64179,1.12059,0.00134,0.14286,0.00114,0.00023,0,0,0,0,3.3072,45.4061,6.77899,9.53442,0.00197228,0.00197228,0.00197228
44,122.809,1.00832,0.51572,0.7038,1.10586,0,0,0,0,0,0,0,0,3.75963,25.7643,6.97849,7.96202,0.00197162,0.00197162,0.00197162
45,125.593,1.0216,0.54491,0.65749,1.12923,0,0,0,0,0,0,0,0,2.93585,8.9342,6.91372,3.10018,0.00197096,0.00197096,0.00197096
46,128.369,1.04498,0.4884,0.7183,1.13633,0,0,0,0,0,0,0,0,1.57475,6.07544,7.89593,2.30233,0.0019703,0.0019703,0.0019703
47,131.161,0.98302,0.50945,0.71231,1.09474,0.93861,0.14286,0.17343,0.08671,0.93861,0.14286,0.17343,0.1214,3.73415,5.97723,5.78013,3.40001,0.00196964,0.00196964,0.00196964
48,133.933,1.05434,0.51596,0.7191,1.11336,0.99335,0.28571,0.31482,0.22037,0.99335,0.28571,0.31482,0.23665,2.91723,2.62414,4.19138,2.6825,0.00196898,0.00196898,0.00196898
49,136.889,1.03072,0.57718,0.65196,1.16988,0.97468,0.28571,0.29584,0.25182,0.97468,0.28571,0.29584,0.26626,2.15903,1.9275,2.97212,2.20547,0.00196832,0.00196832,0.00196832
50,139.836,1.04355,0.42772,0.6749,1.05937,0.9725,0.42857,0.51508,0.33791,0.9725,0.42857,0.51508,0.37302,1.9566,0.75633,1.6251,2.0629,0.00196766,0.00196766,0.00196766
51,142.778,0.99322,0.53115,0.69928,1.18161,0.83133,0.7057,0.78745,0.39086,0.83133,0.7057,0.78745,0.46609,2.14309,0.7575,1.40608,1.91286,0.001967,0.001967,0.001967
52,145.724,0.97065,0.47609,0.6488,1.09192,0.66508,0.8517,0.77162,0.37526,0.66508,0.8517,0.77162,0.48066,2.22265,0.99789,1.4024,1.94094,0.00196634,0.00196634,0.00196634
53,148.51,0.90049,0.61951,0.61994,1.10228,0.97972,0.57143,0.7689,0.49598,0.97972,0.57143,0.7689,0.57764,1.75208,0.81455,1.36381,1.67777,0.00196568,0.00196568,0.00196568
54,151.51,0.86798,0.41324,0.61128,1.07915,0.98541,0.57143,0.82433,0.57483,0.98541,0.57143,0.82433,0.59988,1.16304,0.5667,0.99138,1.4152,0.00196502,0.00196502,0.00196502
55,154.459,0.95057,0.49408,0.62499,1.10686,0.9857,0.57143,0.85105,0.5643,0.9857,0.57143,0.85105,0.66771,1.29725,0.48138,0.99063,1.43289,0.00196436,0.00196436,0.00196436
56,157.431,1.0512,0.49991,0.61788,1.12709,1,0.84277,0.9775,0.64524,1,0.84277,0.9775,0.75799,1.32836,0.46582,0.79495,1.37762,0.0019637,0.0019637,0.0019637
57,160.398,0.94594,0.5317,0.7052,1.1325,0.84929,1,0.9775,0.64275,0.84929,1,0.9775,0.72161,1.27245,0.42803,0.84029,1.36836,0.00196304,0.00196304,0.00196304
58,163.209,0.92738,0.57971,0.58238,1.08023,0.8752,1,0.995,0.68441,0.8752,1,0.995,0.75443,1.134,0.42776,0.97884,1.29349,0.00196238,0.00196238,0.00196238
59,166.188,0.8651,0.54436,0.59759,1.08364,0.77646,1,0.9425,0.6565,0.77646,1,0.9425,0.75294,1.18704,0.35395,1.03758,1.33296,0.00196172,0.00196172,0.00196172
60,168.981,0.81773,0.4718,0.59953,1.10988,0.7265,1,0.92389,0.66523,0.7265,1,0.92389,0.72699,1.16148,0.35185,0.96184,1.30848,0.00196106,0.00196106,0.00196106
61,171.778,0.77167,0.50738,0.58761,1.0313,0.85243,1,0.995,0.68661,0.85243,1,0.995,0.75157,1.18521,0.37495,0.91389,1.37762,0.0019604,0.0019604,0.0019604
62,174.576,0.86156,0.51899,0.62591,1.11125,0.85568,1,0.9425,0.66196,0.85568,1,0.9425,0.70154,1.14706,0.42076,0.88345,1.38546,0.00195974,0.00195974,0.00195974
63,177.358,0.83446,0.53726,0.55287,1.04383,0.85943,1,0.9425,0.70412,0.85943,1,0.9425,0.7336,1.25225,0.43436,0.98942,1.27081,0.00195908,0.00195908,0.00195908
64,180.147,0.82944,0.54853,0.56108,1.03816,1,0.95638,0.995,0.71098,1,0.95638,0.995,0.71871,1.17564,0.57697,1.00423,1.31821,0.00195842,0.00195842,0.00195842
65,182.939,0.99792,0.49815,0.63256,1.03871,0.98386,0.85714,0.93667,0.67583,0.98386,0.85714,0.85547,0.67168,1.22074,0.53778,0.88662,1.23539,0.00195776,0.00195776,0.00195776
66,185.728,0.78987,0.53699,0.57458,1.00389,0.98271,0.85714,0.85549,0.59686,0.98271,0.85714,0.85549,0.61848,1.27498,0.38935,0.91829,1.26238,0.0019571,0.0019571,0.0019571
67,188.524,0.91289,0.47744,0.60632,1.06746,0.97013,1,0.995,0.6424,0.97013,1,0.995,0.67848,1.36747,0.33347,0.94008,1.35563,0.00195644,0.00195644,0.00195644
68,191.325,0.8882,0.51831,0.58727,1.06245,1,0.99885,0.995,0.68091,1,0.99885,0.995,0.73417,1.23844,0.34157,0.83417,1.29605,0.00195578,0.00195578,0.00195578
69,194.128,0.84311,0.48339,0.58669,1.07397,1,0.96718,0.995,0.74693,1,0.96718,0.995,0.73013,1.0555,0.38579,0.69648,1.26723,0.00195512,0.00195512,0.00195512
70,197.097,0.83422,0.4309,0.54832,1.0161,1,0.98974,0.995,0.71202,1,0.98974,0.995,0.70981,1.09578,0.36394,0.70416,1.27263,0.00195446,0.00195446,0.00195446
71,199.903,0.84395,0.45297,0.57689,1.03698,0.98961,1,0.995,0.69191,0.98961,1,0.995,0.70607,1.18622,0.38235,0.74877,1.24878,0.0019538,0.0019538,0.0019538
72,202.696,0.88369,0.54112,0.55694,1.09752,0.86482,1,0.9775,0.71129,0.86482,1,0.9775,0.77034,1.12113,0.38339,0.67712,1.23288,0.00195314,0.00195314,0.00195314
73,205.645,0.72083,0.51128,0.4991,0.97617,0.85892,1,0.96,0.73525,0.85892,1,0.96,0.78007,1.04551,0.40732,0.60318,1.17451,0.00195248,0.00195248,0.00195248
74,208.611,0.85774,0.39911,0.50617,1.02868,0.90767,1,0.995,0.73249,0.90767,1,0.995,0.81187,1.08521,0.40716,0.71844,1.15915,0.00195182,0.00195182,0.00195182
75,211.586,0.84761,0.567,0.57148,1.00286,0.98665,1,0.995,0.69383,0.98665,1,0.995,0.73457,1.13656,0.38365,0.81331,1.21229,0.00195116,0.00195116,0.00195116
76,214.387,0.93729,0.47033,0.5733,1.03436,0.83868,0.85714,0.913,0.645,0.9794,1,0.995,0.68962,1.06282,0.41849,1.17701,1.18575,0.0019505,0.0019505,0.0019505
77,217.181,0.77651,0.45931,0.51087,1.02422,0.97343,1,0.995,0.70248,0.97343,1,0.995,0.68004,1.03015,0.62287,1.40572,1.1393,0.00194984,0.00194984,0.00194984
78,219.978,0.93903,0.47679,0.55504,1.04214,0.98109,1,0.995,0.73266,0.98109,1,0.995,0.76535,0.98255,0.57403,1.11351,1.10759,0.00194918,0.00194918,0.00194918
79,222.786,0.83496,0.42157,0.51788,1.04246,0.99483,1,0.995,0.69837,0.99483,1,0.995,0.72363,1.10597,0.6276,1.14255,1.22453,0.00194852,0.00194852,0.00194852
80,225.569,0.83298,0.45104,0.53294,1.01736,1,0.99081,0.995,0.74539,1,0.99081,0.995,0.81631,1.11943,0.48316,1.0151,1.22425,0.00194786,0.00194786,0.00194786
81,228.543,0.80016,0.42019,0.51796,1.04116,0.97337,1,0.995,0.76699,0.97337,1,0.995,0.77886,0.99865,0.39089,0.98833,1.09788,0.0019472,0.0019472,0.0019472
82,231.348,0.81719,0.39581,0.53316,0.99148,0.94373,1,0.995,0.7833,0.94373,1,0.995,0.76401,1.03258,0.41503,1.01441,1.04456,0.00194654,0.00194654,0.00194654
83,234.144,0.87994,0.43131,0.53351,1.03199,0.95567,1,0.995,0.81602,0.95567,1,0.995,0.74711,0.97233,0.47558,1.07338,1.06582,0.00194588,0.00194588,0.00194588
84,237.138,0.72929,0.52949,0.50412,0.97897,0.97521,1,0.995,0.77463,0.97521,1,0.995,0.78497,0.91038,0.44411,0.92859,1.06265,0.00194522,0.00194522,0.00194522
85,239.939,0.7789,0.50946,0.51717,1.0154,0.97659,1,0.995,0.7452,0.97659,1,0.995,0.79237,0.93194,0.49444,0.60443,1.07442,0.00194456,0.00194456,0.00194456
86,242.746,0.74224,0.4519,0.5035,1.08516,0.96251,1,0.995,0.74224,0.96251,1,0.995,0.82173,0.99582,0.51416,0.52432,1.02609,0.0019439,0.0019439,0.0019439
87,245.732,0.79256,0.41264,0.52118,1.01995,0.9677,1,0.995,0.81114,0.9677,1,0.995,0.81252,0.95006,0.40426,0.58869,1.00976,0.00194324,0.00194324,0.00194324
88,248.717,0.83665,0.48124,0.49912,1.00305,0.95143,1,0.995,0.77051,0.95143,1,0.995,0.82401,1.06575,0.35615,0.58158,1.08764,0.00194258,0.00194258,0.00194258
89,251.511,0.88206,0.44582,0.51929,0.97466,0.98404,1,0.995,0.73288,0.98404,1,0.995,0.83611,1.14605,0.42575,0.66605,1.20241,0.00194192,0.00194192,0.00194192
90,254.293,0.81895,0.52949,0.5027,1.0035,0.8775,0.85714,0.9775,0.71165,0.8775,0.85714,0.9775,0.78821,1.18527,0.53562,0.86731,1.25748,0.00194126,0.00194126,0.00194126
91,257.08,0.86626,0.47261,0.57207,1.03208,0.97993,1,0.995,0.75114,0.97993,1,0.995,0.75025,1.10612,0.56083,0.97556,1.18342,0.0019406,0.0019406,0.0019406
92,259.858,0.84351,0.41874,0.55093,1.0349,0.97576,1,0.995,0.74475,0.97576,1,0.995,0.78616,1.08595,0.52916,0.70151,1.08863,0.00193994,0.00193994,0.00193994
93,262.672,0.7736,0.54401,0.51238,0.988,0.98087,1,0.995,0.72411,0.98087,1,0.995,0.84387,1.16513,0.40773,0.61214,1.18205,0.00193928,0.00193928,0.00193928
94,265.53,0.85338,0.49882,0.53789,1.01635,0.97136,1,0.995,0.67177,0.97136,1,0.995,0.84021,1.234,0.39245,0.62822,1.2279,0.00193862,0.00193862,0.00193862
