epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,268.371,0.88342,0.53817,0.51505,0.98839,1,0.85022,0.9775,0.68571,1,0.85022,0.9775,0.80975,1.22703,0.40817,0.66869,1.28392,0.00193796,0.00193796,0.00193796
96,271.18,0.78502,0.4337,0.50718,1.05342,0.98091,1,0.995,0.74073,0.98091,1,0.995,0.83843,1.13068,0.38526,0.57574,1.24104,0.0019373,0.0019373,0.0019373
97,273.98,0.85818,0.62936,0.55513,0.97723,0.98549,1,0.995,0.72602,0.98549,1,0.995,0.80672,1.10606,0.37041,0.52332,1.19396,0.00193664,0.00193664,0.00193664
98,276.799,0.91807,0.43514,0.56314,0.95922,0.98137,1,0.995,0.73453,0.98137,1,0.995,0.79816,1.03355,0.35174,0.55952,1.09858,0.00193598,0.00193598,0.00193598
99,279.596,0.79311,0.42925,0.53976,1.01789,0.98158,1,0.995,0.75818,0.98158,1,0.995,0.82571,1.01419,0.38295,0.64033,1.05294,0.00193532,0.00193532,0.00193532
100,282.411,0.72302,0.43016,0.5012,1.00086,0.98323,1,0.995,0.69467,0.98323,1,0.995,0.82262,1.1075,0.43815,0.63142,1.0675,0.00193466,0.00193466,0.00193466
101,285.231,0.88958,0.48953,0.55496,0.95166,0.98961,1,0.995,0.74975,0.98961,1,0.995,0.8532,1.06572,0.39894,0.61313,1.11506,0.001934,0.001934,0.001934
102,288.165,0.66934,0.46449,0.47559,1.00847,1,0.96861,0.995,0.72453,1,0.96861,0.995,0.84133,1.03276,0.34701,0.56706,1.17411,0.00193334,0.00193334,0.00193334
103,290.976,0.7219,0.42591,0.47784,0.96201,0.86204,1,0.96,0.74095,0.86204,1,0.96,0.83008,1.07984,0.3246,0.6399,1.17326,0.00193268,0.00193268,0.00193268
104,293.799,0.75827,0.51182,0.49762,0.95024,0.96275,1,0.995,0.78584,0.96275,1,0.995,0.84123,0.98747,0.32926,0.55091,1.10596,0.00193202,0.00193202,0.00193202
105,296.769,0.7441,0.4101,0.48626,0.98503,0.98915,1,0.995,0.7783,0.98915,1,0.995,0.81328,0.99853,0.41267,0.52028,1.07606,0.00193136,0.00193136,0.00193136
106,299.566,0.75931,0.51875,0.46844,0.93415,0.98795,1,0.995,0.79655,0.98795,1,0.995,0.80573,0.94234,0.53514,0.48925,1.0535,0.0019307,0.0019307,0.0019307
107,302.376,0.84317,0.50089,0.51406,0.98508,0.99245,1,0.995,0.82107,0.99245,1,0.995,0.85985,0.88766,0.3805,0.47345,1.03956,0.00193004,0.00193004,0.00193004
108,305.343,0.7611,0.43791,0.50587,0.94066,0.99201,1,0.995,0.80956,0.99201,1,0.995,0.72253,0.90567,0.39421,0.44249,1.02508,0.00192938,0.00192938,0.00192938
109,308.163,0.81651,0.56395,0.52962,0.9604,0.99116,1,0.995,0.76752,0.99116,1,0.995,0.70214,0.94029,0.41081,0.54429,1.06508,0.00192872,0.00192872,0.00192872
110,310.96,0.76053,0.47616,0.49072,0.94623,0.9812,1,0.995,0.72247,0.9812,1,0.995,0.81453,1.02808,0.53271,1.22171,1.11655,0.00192806,0.00192806,0.00192806
111,313.764,0.69284,0.50061,0.47987,0.96157,1,0.9768,0.995,0.76584,1,0.9768,0.995,0.76567,0.96175,0.57015,1.66829,1.11384,0.0019274,0.0019274,0.0019274
112,316.565,0.76098,0.45097,0.46443,0.94362,0.97532,1,0.995,0.81032,0.97532,1,0.995,0.81032,0.85086,0.44941,2.16211,1.02106,0.00192674,0.00192674,0.00192674
113,319.354,0.69217,0.45355,0.42482,0.94491,0.97689,1,0.995,0.77854,0.97689,1,0.995,0.80456,0.99321,0.38653,2.16993,1.14131,0.00192608,0.00192608,0.00192608
114,322.164,0.80148,0.44442,0.49095,0.97152,0.9832,1,0.995,0.75601,0.9832,1,0.995,0.82237,0.98845,0.37949,1.1855,1.10957,0.00192542,0.00192542,0.00192542
115,324.978,0.75618,0.4789,0.48296,0.99064,0.98705,1,0.995,0.76035,0.98705,1,0.995,0.80609,1.00835,0.41869,0.74403,1.03383,0.00192476,0.00192476,0.00192476
116,327.777,0.68183,0.4375,0.48264,0.94217,0.99051,1,0.995,0.77812,0.99051,1,0.995,0.76732,0.99565,0.45938,0.50511,1.05129,0.0019241,0.0019241,0.0019241
117,330.562,0.71985,0.4545,0.47574,1.02189,0.98535,1,0.995,0.77836,0.98535,1,0.995,0.84409,0.92647,0.46813,0.52956,1.00318,0.00192344,0.00192344,0.00192344
118,333.401,0.69696,0.4117,0.46895,0.97165,0.95808,1,0.995,0.78133,0.95808,1,0.995,0.78953,0.89199,0.42334,0.72914,1.00181,0.00192278,0.00192278,0.00192278
119,336.208,0.74125,0.4361,0.48958,1.01361,0.96075,1,0.995,0.75399,0.96075,1,0.995,0.69513,0.94742,0.3839,0.74749,1.00637,0.00192212,0.00192212,0.00192212
120,339.016,0.67761,0.45924,0.49047,0.96968,0.98068,1,0.995,0.79482,0.98068,1,0.995,0.80296,0.87533,0.37559,0.59166,1.02884,0.00192146,0.00192146,0.00192146
121,341.83,0.73092,0.47673,0.4868,0.98829,0.95822,1,0.995,0.81832,0.95822,1,0.995,0.82406,0.85134,0.39461,0.52739,1.0093,0.0019208,0.0019208,0.0019208
122,344.633,0.77188,0.53402,0.48455,0.96551,0.97609,1,0.995,0.77745,0.97609,1,0.995,0.78501,1.01156,0.34347,0.52357,1.06847,0.00192014,0.00192014,0.00192014
123,347.451,0.71212,0.43708,0.45879,1.00225,0.99233,1,0.995,0.75475,0.99233,1,0.995,0.82126,0.96711,0.32528,0.54082,1.03609,0.00191948,0.00191948,0.00191948
124,350.266,0.63607,0.36756,0.43508,0.96229,0.99132,1,0.995,0.77079,0.99132,1,0.995,0.82832,0.96847,0.33858,0.54058,1.06217,0.00191882,0.00191882,0.00191882
125,353.059,0.71888,0.40545,0.47229,0.9234,0.9915,1,0.995,0.81051,0.9915,1,0.995,0.84494,0.85793,0.33591,0.46664,1.02377,0.00191816,0.00191816,0.00191816
126,355.883,0.62733,0.3921,0.43444,0.94384,1,1,0.995,0.85441,1,1,0.995,0.86227,0.80324,0.33263,0.45319,0.97721,0.0019175,0.0019175,0.0019175
127,358.862,0.69037,0.40116,0.4456,0.95775,0.99062,1,0.995,0.84744,0.99062,1,0.995,0.85596,0.73716,0.36143,0.51535,0.95572,0.00191684,0.00191684,0.00191684
128,361.663,0.69154,0.44338,0.43998,0.93996,0.99155,1,0.995,0.81756,0.99155,1,0.995,0.8406,0.72241,0.3517,0.509,0.90609,0.00191618,0.00191618,0.00191618
129,364.471,0.5919,0.44279,0.42758,0.924,0.99179,1,0.995,0.82383,0.99179,1,0.995,0.83755,0.75127,0.29874,0.49661,0.9252,0.00191552,0.00191552,0.00191552
130,367.273,0.62543,0.44253,0.45709,0.95582,0.99198,1,0.995,0.81227,0.99198,1,0.995,0.83614,0.81207,0.40627,0.45161,0.9384,0.00191486,0.00191486,0.00191486
131,370.111,0.64191,0.49956,0.41974,0.91512,0.99088,1,0.995,0.80825,0.99088,1,0.995,0.82396,0.86873,0.41559,0.49247,0.99134,0.0019142,0.0019142,0.0019142
132,372.915,0.6482,0.43877,0.45017,0.95223,0.99115,1,0.995,0.78805,0.99115,1,0.995,0.83586,0.95386,0.38716,0.51922,1.01375,0.00191354,0.00191354,0.00191354
133,375.704,0.68046,0.36271,0.44624,0.91249,0.99254,1,0.995,0.83855,0.99254,1,0.995,0.81305,0.77392,0.38641,0.45893,0.95869,0.00191288,0.00191288,0.00191288
134,378.521,0.70274,0.45765,0.44295,0.94054,0.99175,1,0.995,0.82892,0.99175,1,0.995,0.82029,0.6924,0.33283,0.43442,0.93699,0.00191222,0.00191222,0.00191222
135,381.316,0.66933,0.46787,0.44793,0.93167,0.99135,1,0.995,0.80864,0.99135,1,0.995,0.80879,0.72243,0.31869,0.47835,0.95435,0.00191156,0.00191156,0.00191156
136,384.106,0.6968,0.36493,0.47056,0.90817,0.99038,1,0.995,0.80691,0.99038,1,0.995,0.81708,0.73724,0.31468,0.45698,0.92836,0.0019109,0.0019109,0.0019109
137,386.897,0.66734,0.45443,0.46464,0.9231,0.98281,1,0.995,0.8358,0.98281,1,0.995,0.84284,0.71408,0.32538,0.4932,0.94606,0.00191024,0.00191024,0.00191024
138,389.675,0.63811,0.36204,0.44931,0.94192,0.99001,1,0.995,0.83494,0.99001,1,0.995,0.79919,0.7559,0.33742,0.43252,0.93579,0.00190958,0.00190958,0.00190958
139,392.466,0.70292,0.47764,0.43318,0.91917,0.99172,1,0.995,0.7827,0.99172,1,0.995,0.78926,0.92837,0.36427,0.41955,0.96641,0.00190892,0.00190892,0.00190892
140,395.253,0.70436,0.47501,0.43649,0.95183,0.99169,1,0.995,0.79021,0.99169,1,0.995,0.81004,0.86881,0.33842,0.39025,0.9257,0.00190826,0.00190826,0.00190826
141,398.049,0.66624,0.49371,0.4308,0.92016,0.98989,1,0.995,0.78506,0.98989,1,0.995,0.837,0.85922,0.30761,0.45138,0.96931,0.0019076,0.0019076,0.0019076
142,400.854,0.6753,0.37657,0.43309,0.90939,0.98999,1,0.995,0.79465,0.98999,1,0.995,0.85203,0.82976,0.28654,0.44523,0.92636,0.00190694,0.00190694,0.00190694
143,403.663,0.5945,0.43652,0.39358,0.92803,0.99052,1,0.995,0.84021,0.99052,1,0.995,0.83881,0.79607,0.33528,0.41042,0.92319,0.00190628,0.00190628,0.00190628
144,406.442,0.92667,0.41018,0.46656,0.96955,0.98734,1,0.995,0.80078,0.98734,1,0.995,0.85399,0.9389,0.43326,0.48192,1.01832,0.00190562,0.00190562,0.00190562
145,409.251,0.73961,0.44208,0.44859,1.01008,0.98246,1,0.995,0.81566,0.98246,1,0.995,0.82749,0.76747,0.43857,0.47955,1.01089,0.00190496,0.00190496,0.00190496
146,412.078,0.71429,0.41178,0.46309,0.97242,0.98362,1,0.995,0.77057,0.98362,1,0.995,0.69881,0.85941,0.4041,0.4716,1.05282,0.0019043,0.0019043,0.0019043
147,414.896,0.77432,0.46253,0.45555,0.98937,0.98438,1,0.995,0.75162,0.98438,1,0.995,0.73882,1.02434,0.39497,0.44746,1.05017,0.00190364,0.00190364,0.00190364
148,417.711,0.79927,0.50822,0.45994,0.99606,0.98248,1,0.995,0.78652,0.98248,1,0.995,0.84628,0.98706,0.37943,0.49181,1.01754,0.00190298,0.00190298,0.00190298
149,420.508,0.71781,0.4035,0.47062,0.92415,0.96901,1,0.995,0.77709,0.96901,1,0.995,0.86445,0.9491,0.3724,0.49031,0.98928,0.00190232,0.00190232,0.00190232
150,423.317,0.7204,0.43558,0.46432,0.92747,0.98796,1,0.995,0.80438,0.98796,1,0.995,0.84283,0.87949,0.3667,0.44516,0.96238,0.00190166,0.00190166,0.00190166
151,426.126,0.6816,0.40449,0.42663,0.91903,0.9917,1,0.995,0.80043,0.9917,1,0.995,0.86824,0.8479,0.36393,0.41071,1.0487,0.001901,0.001901,0.001901
152,428.934,0.64164,0.4148,0.41589,0.96657,0.99128,1,0.995,0.82836,0.99128,1,0.995,0.86719,0.75413,0.33974,0.4038,1.00551,0.00190034,0.00190034,0.00190034
153,431.718,0.68332,0.38878,0.41384,0.97516,0.99134,1,0.995,0.83112,0.99134,1,0.995,0.85718,0.7477,0.38641,0.4371,0.95924,0.00189968,0.00189968,0.00189968
154,434.527,0.65578,0.389,0.41021,0.94449,0.99194,1,0.995,0.84096,0.99194,1,0.995,0.82836,0.81262,0.48803,0.45564,0.94075,0.00189902,0.00189902,0.00189902
155,437.317,0.70789,0.47473,0.438,0.92689,0.99182,1,0.995,0.79222,0.99182,1,0.995,0.83356,0.89043,0.36038,0.56012,0.9884,0.00189836,0.00189836,0.00189836
156,440.126,0.66636,0.34514,0.42553,0.89584,0.99188,1,0.995,0.78118,0.99188,1,0.995,0.84712,0.94237,0.3245,0.46459,1.01518,0.0018977,0.0018977,0.0018977
157,442.932,0.67906,0.41505,0.40544,0.93546,0.99133,1,0.995,0.78821,0.99133,1,0.995,0.86921,0.90058,0.33279,0.47749,0.93859,0.00189704,0.00189704,0.00189704
158,445.718,0.68566,0.39452,0.43164,0.92817,0.98926,1,0.995,0.80893,0.98926,1,0.995,0.8258,0.87651,0.3489,0.45203,1.00201,0.00189638,0.00189638,0.00189638
159,448.518,0.71751,0.46492,0.4398,0.98694,1,0.99264,0.995,0.77052,1,0.99264,0.995,0.86721,0.95228,0.37552,0.49455,1.07015,0.00189572,0.00189572,0.00189572
160,451.324,0.6152,0.42002,0.39961,0.92938,0.98764,1,0.995,0.78565,0.98764,1,0.995,0.8086,0.96547,0.43613,0.44742,1.10686,0.00189506,0.00189506,0.00189506
161,454.133,0.64625,0.40371,0.42379,0.95159,0.98701,1,0.995,0.78485,0.98701,1,0.995,0.80049,0.92212,0.44151,0.49022,1.06274,0.0018944,0.0018944,0.0018944
162,456.944,0.66459,0.38077,0.42793,0.96434,0.97358,1,0.995,0.80641,0.97358,1,0.995,0.85189,0.8332,0.40847,0.50015,0.93481,0.00189374,0.00189374,0.00189374
163,459.766,0.7184,0.42075,0.44633,0.9407,0.97947,1,0.995,0.81868,0.97947,1,0.995,0.88224,0.87491,0.38484,0.5335,0.94856,0.00189308,0.00189308,0.00189308
164,462.581,0.70938,0.4114,0.45732,0.94696,0.98958,1,0.995,0.76455,0.98958,1,0.995,0.8469,1.05707,0.37461,0.59198,1.03843,0.00189242,0.00189242,0.00189242
165,465.408,0.69871,0.35405,0.42231,0.92051,0.99175,1,0.995,0.76377,0.99175,1,0.995,0.84897,1.06938,0.36113,0.54629,1.01717,0.00189176,0.00189176,0.00189176
166,468.204,0.67588,0.36116,0.41703,0.9408,0.99172,1,0.995,0.79594,0.99172,1,0.995,0.84943,0.92452,0.34325,0.46157,1.02185,0.0018911,0.0018911,0.0018911
167,471.011,0.62284,0.39494,0.40164,0.93059,0.99146,1,0.995,0.77607,0.99146,1,0.995,0.82297,0.9567,0.35049,0.4306,1.08111,0.00189044,0.00189044,0.00189044
168,473.827,0.73599,0.45842,0.44758,0.97651,0.99077,1,0.995,0.82289,0.99077,1,0.995,0.82427,0.89519,0.36811,0.42115,1.03913,0.00188978,0.00188978,0.00188978
169,476.633,0.65885,0.4097,0.40823,0.919,0.9874,1,0.995,0.79038,0.9874,1,0.995,0.83803,0.93718,0.39252,0.4807,1.02522,0.00188912,0.00188912,0.00188912
170,479.431,0.61006,0.46697,0.40638,0.91603,0.98799,1,0.995,0.74397,0.98799,1,0.995,0.77303,1.06107,0.42122,0.6135,1.0233,0.00188846,0.00188846,0.00188846
171,482.23,0.65143,0.44614,0.41282,0.91974,0.98708,1,0.995,0.73153,0.98708,1,0.995,0.79839,1.00795,0.44541,0.61098,1.04738,0.0018878,0.0018878,0.0018878
172,485.036,0.67146,0.38085,0.41515,0.89557,0.98837,1,0.995,0.77785,0.98837,1,0.995,0.77485,0.88372,0.40475,0.49593,1.04133,0.00188714,0.00188714,0.00188714
173,487.861,0.64449,0.44567,0.41917,0.90866,1,0.98904,0.995,0.77334,1,0.98904,0.995,0.77185,0.85919,0.40576,0.52405,1.03724,0.00188648,0.00188648,0.00188648
174,490.663,0.70434,0.52809,0.42822,0.95229,0.98623,1,0.995,0.78943,0.98623,1,0.995,0.83589,0.90152,0.44936,0.51829,0.94427,0.00188582,0.00188582,0.00188582
175,493.443,0.66852,0.37123,0.43357,0.9033,0.9898,1,0.995,0.76944,0.9898,1,0.995,0.83771,0.96328,0.47194,0.53143,0.96648,0.00188516,0.00188516,0.00188516
176,496.25,0.67233,0.42381,0.46016,0.9313,0.98376,1,0.995,0.80635,0.98376,1,0.995,0.82782,0.92025,0.4808,0.54912,0.95218,0.0018845,0.0018845,0.0018845
177,499.057,0.67898,0.5352,0.43464,0.94044,0.97294,1,0.995,0.74746,0.97294,1,0.995,0.7977,0.8096,0.47972,0.53369,0.93008,0.00188384,0.00188384,0.00188384
178,501.839,0.65513,0.49255,0.44836,0.90996,0.97787,1,0.995,0.74139,0.97787,1,0.995,0.83246,0.93158,0.4116,0.46366,0.9749,0.00188318,0.00188318,0.00188318
179,504.619,0.66486,0.3718,0.41919,0.88599,0.98978,1,0.995,0.74794,0.98978,1,0.995,0.83116,0.96312,0.42739,0.48113,0.9901,0.00188252,0.00188252,0.00188252
180,507.449,0.70989,0.58713,0.43936,0.90459,0.98955,1,0.995,0.75767,0.98955,1,0.995,0.81903,0.92412,0.37918,0.46482,0.97684,0.00188186,0.00188186,0.00188186
181,510.242,0.62775,0.36384,0.42767,0.91086,0.99227,1,0.995,0.78949,0.99227,1,0.995,0.82586,0.88702,0.36018,0.4444,0.93936,0.0018812,0.0018812,0.0018812
182,513.041,0.59939,0.39116,0.39527,0.89255,0.99186,1,0.995,0.74018,0.99186,1,0.995,0.8376,0.92863,0.42419,0.48068,0.94648,0.00188054,0.00188054,0.00188054
183,515.869,0.62487,0.35956,0.39153,0.91297,0.99134,1,0.995,0.78741,0.99134,1,0.995,0.81695,0.88242,0.46811,0.47924,0.91467,0.00187988,0.00187988,0.00187988
184,518.692,0.58474,0.38261,0.38998,0.90439,0.99159,1,0.995,0.81389,0.99159,1,0.995,0.8122,0.79622,0.37178,0.46236,0.91086,0.00187922,0.00187922,0.00187922
185,521.51,0.62565,0.39401,0.41148,0.89938,0.99033,1,0.995,0.80779,0.99033,1,0.995,0.83419,0.82264,0.34065,0.4527,0.95634,0.00187856,0.00187856,0.00187856
186,524.319,0.70612,0.33058,0.42801,0.90098,0.99134,1,0.995,0.79598,0.99134,1,0.995,0.79977,1.01387,0.36196,0.4738,0.99843,0.0018779,0.0018779,0.0018779
187,527.11,0.58414,0.4121,0.39902,0.88614,0.99219,1,0.995,0.73205,0.99219,1,0.995,0.82162,1.11179,0.42657,0.48251,1.06262,0.00187724,0.00187724,0.00187724
188,529.933,0.67868,0.42489,0.40505,0.86348,0.99207,1,0.995,0.76635,0.99207,1,0.995,0.84333,1.09216,0.43223,0.45785,1.05931,0.00187658,0.00187658,0.00187658
189,532.732,0.79086,0.34817,0.45821,0.93645,0.99193,1,0.995,0.79475,0.99193,1,0.995,0.8419,0.94083,0.35601,0.46974,0.94863,0.00187592,0.00187592,0.00187592
190,535.523,0.69369,0.504,0.41855,0.93496,1,1,0.995,0.79216,1,1,0.995,0.82177,0.92764,0.35626,0.43906,0.95283,0.00187526,0.00187526,0.00187526
191,538.33,0.66332,0.46015,0.4081,0.93282,1,1,0.995,0.83954,1,1,0.995,0.85326,0.84719,0.36293,0.42152,0.8945,0.0018746,0.0018746,0.0018746
192,541.135,0.62836,0.40099,0.40418,0.90407,0.98947,1,0.995,0.80298,0.98947,1,0.995,0.8337,0.95706,0.38066,0.47311,1.07928,0.00187394,0.00187394,0.00187394
193,543.941,0.66435,0.46213,0.41942,0.96152,0.99073,1,0.995,0.78718,0.99073,1,0.995,0.82553,1.0129,0.41156,0.47191,1.13609,0.00187328,0.00187328,0.00187328
194,546.844,0.63391,0.38732,0.4197,0.9674,0.96671,1,0.995,0.82092,0.96671,1,0.995,0.81076,0.88015,0.4438,0.42739,0.955,0.00187262,0.00187262,0.00187262
195,549.642,0.67424,0.48671,0.40683,0.93102,0.88291,1,0.995,0.8576,0.88291,1,0.995,0.82014,0.78822,0.44565,0.47849,0.92892,0.00187196,0.00187196,0.00187196
196,552.453,0.64553,0.37337,0.4355,0.94079,0.8677,1,0.9775,0.82038,0.8677,1,0.9775,0.8126,0.84667,0.41613,0.54041,0.99243,0.0018713,0.0018713,0.0018713
197,555.272,0.65034,0.35462,0.42104,0.9374,1,0.97684,0.995,0.83776,1,0.97684,0.995,0.86613,0.80222,0.38779,0.51147,0.90819,0.00187064,0.00187064,0.00187064
198,558.077,0.60776,0.41232,0.40114,0.91798,0.99216,1,0.995,0.84712,0.99216,1,0.995,0.80843,0.7708,0.39195,0.42166,0.94254,0.00186998,0.00186998,0.00186998
199,560.901,0.57404,0.43092,0.39552,0.9155,0.99278,1,0.995,0.81086,0.99278,1,0.995,0.83433,0.97663,0.39438,0.42263,1.07495,0.00186932,0.00186932,0.00186932
200,563.73,0.59742,0.36552,0.39042,0.93795,0.99156,1,0.995,0.75211,0.99156,1,0.995,0.82876,1.09009,0.39755,0.4258,1.13594,0.00186866,0.00186866,0.00186866
201,566.553,0.66515,0.41017,0.40882,0.96349,0.9922,1,0.995,0.7871,0.9922,1,0.995,0.80855,0.99983,0.40581,0.4487,1.05796,0.001868,0.001868,0.001868
202,569.45,0.65721,0.34607,0.40511,0.99232,1,1,0.995,0.81451,1,1,0.995,0.81046,0.9012,0.41245,0.4485,0.89531,0.00186734,0.00186734,0.00186734
203,572.276,0.63189,0.42517,0.42296,0.93898,0.99218,1,0.995,0.85219,0.99218,1,0.995,0.84305,0.81662,0.40609,0.41417,0.86584,0.00186668,0.00186668,0.00186668
204,575.142,0.6283,0.45404,0.42207,0.91088,0.99217,1,0.995,0.83557,0.99217,1,0.995,0.82831,0.82266,0.38946,0.41994,0.88283,0.00186602,0.00186602,0.00186602
205,578.012,0.61211,0.36836,0.38492,0.89244,0.99194,1,0.995,0.80249,0.99194,1,0.995,0.89243,0.86506,0.39231,0.41973,0.93065,0.00186536,0.00186536,0.00186536
206,580.846,0.56702,0.39185,0.37231,0.89596,0.99213,1,0.995,0.82746,0.99213,1,0.995,0.83339,0.82478,0.43899,0.4136,0.85091,0.0018647,0.0018647,0.0018647
207,583.661,0.65926,0.39711,0.40022,0.85421,0.99175,1,0.995,0.84492,0.99175,1,0.995,0.80008,0.79254,0.48171,0.42536,0.86075,0.00186404,0.00186404,0.00186404
208,586.467,0.59133,0.43023,0.3819,0.9068,0.99194,1,0.995,0.84043,0.99194,1,0.995,0.82344,0.8274,0.47347,0.44507,0.941,0.00186338,0.00186338,0.00186338
209,589.259,0.66355,0.46842,0.4007,0.89361,0.99184,1,0.995,0.8478,0.99184,1,0.995,0.82242,0.75226,0.42415,0.40683,0.89624,0.00186272,0.00186272,0.00186272
210,592.056,0.56949,0.39586,0.367,0.86794,0.99155,1,0.995,0.82733,0.99155,1,0.995,0.85966,0.83086,0.40761,0.39416,0.87504,0.00186206,0.00186206,0.00186206
211,594.852,0.589,0.46424,0.38803,0.93282,0.99198,1,0.995,0.82733,0.99198,1,0.995,0.84043,0.85193,0.45209,0.41524,0.89781,0.0018614,0.0018614,0.0018614
212,597.641,0.65493,0.37059,0.41064,0.8907,0.99194,1,0.995,0.82511,0.99194,1,0.995,0.8478,0.8545,0.46718,0.40759,0.95829,0.00186074,0.00186074,0.00186074
213,600.427,0.54012,0.43824,0.37088,0.9048,0.99204,1,0.995,0.81615,0.99204,1,0.995,0.75683,0.9006,0.40133,0.41848,0.99526,0.00186008,0.00186008,0.00186008
214,603.198,0.56803,0.35297,0.38067,0.87836,0.99195,1,0.995,0.81736,0.99195,1,0.995,0.76157,0.85878,0.37312,0.39008,1.01287,0.00185942,0.00185942,0.00185942
215,605.993,0.63084,0.43079,0.38752,0.9157,0.99214,1,0.995,0.80779,0.99214,1,0.995,0.85966,0.92059,0.38675,0.38056,1.02479,0.00185876,0.00185876,0.00185876
216,608.79,0.59365,0.40964,0.38617,0.88585,0.99224,1,0.995,0.77626,0.99224,1,0.995,0.83729,0.92703,0.39533,0.39276,0.99758,0.0018581,0.0018581,0.0018581
217,611.571,0.58203,0.42444,0.39024,0.90039,0.96566,1,0.995,0.75993,0.96566,1,0.995,0.82951,0.84179,0.3741,0.65666,0.97473,0.00185744,0.00185744,0.00185744
218,614.373,0.65964,0.41929,0.42124,0.89314,0.95458,1,0.995,0.76956,0.95458,1,0.995,0.78732,0.78635,0.38251,0.72809,0.92971,0.00185678,0.00185678,0.00185678
219,617.187,0.60531,0.39819,0.419,0.93839,0.9868,1,0.995,0.81022,0.9868,1,0.995,0.80999,0.86431,0.4172,0.50375,0.96479,0.00185612,0.00185612,0.00185612
220,619.979,0.66351,0.43684,0.39277,0.90702,0.99168,1,0.995,0.80416,0.99168,1,0.995,0.74495,0.79869,0.4527,0.43677,0.96643,0.00185546,0.00185546,0.00185546
221,622.793,0.58235,0.39074,0.37387,0.89521,0.98881,1,0.995,0.85025,0.98881,1,0.995,0.74264,0.80788,0.40786,0.47034,0.95032,0.0018548,0.0018548,0.0018548
222,625.582,0.53227,0.36816,0.37511,0.86276,0.98197,1,0.995,0.84776,0.98197,1,0.995,0.74835,0.7986,0.35359,0.48889,1.02248,0.00185414,0.00185414,0.00185414
223,628.379,0.54689,0.40009,0.36802,0.88034,0.97703,1,0.995,0.83168,0.97703,1,0.995,0.7853,0.74046,0.34294,0.50251,0.97279,0.00185348,0.00185348,0.00185348
224,631.188,0.52475,0.32592,0.35636,0.8789,0.97714,1,0.995,0.83886,0.97714,1,0.995,0.80339,0.74116,0.34434,0.46482,0.85368,0.00185282,0.00185282,0.00185282
225,633.964,0.5932,0.35469,0.36743,0.88007,0.96874,1,0.995,0.82438,0.96874,1,0.995,0.82637,0.80796,0.34116,0.41663,0.88454,0.00185216,0.00185216,0.00185216
226,636.751,0.59216,0.34974,0.3747,0.88174,0.97554,1,0.995,0.74989,0.97554,1,0.995,0.81302,0.98544,0.33339,0.41594,1.00155,0.0018515,0.0018515,0.0018515
